﻿Group;Merchant;Login ID;Member ID;Date;Type;Pay Method;Currency;Amount;Fee;Ticket #;Status;Approval Remark
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 15:33:09;Deposit;QRIS IM;IDR;1500;0.00;781918579;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 15:38:10;Deposit;QRIS IM;IDR;500;0.00;781920568;Approved;
RP1M (G109);RP1M (161);Suhuslot99;25319@161;04/04/2026 15:38:55;Deposit;QRIS IM;IDR;50;0.00;781920886;Approved;
RP1M (G109);RP1M (161);Suhuslot99;25319@161;04/04/2026 15:43:32;Deposit;QRIS IM;IDR;50;0.00;781922816;Approved;
RP1M (G109);RP1M (161);Suhuslot99;25319@161;04/04/2026 15:46:12;Deposit;QRIS IM;IDR;100;0.00;781923914;Approved;
RP1M (G109);RP1M (161);Suhuslot99;25319@161;04/04/2026 15:50:53;Deposit;QRIS IM;IDR;50;0.00;781925865;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 15:51:36;Deposit;QRIS IM;IDR;1000;0.00;781926163;Approved;
RP1M (G109);RP1M (161);Suhuslot99;25319@161;04/04/2026 15:58:20;Deposit;QRIS IM;IDR;50;0.00;781928866;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 16:12:26;Deposit;QRIS IM;IDR;1000;0.00;781934753;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 16:15:22;Deposit;QRIS IM;IDR;1000;0.00;781935960;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Suhuslot99;25319@161;04/04/2026 16:18:06;Deposit;QRIS IM;IDR;39;0.00;781937055;Approved;
RP1M (G109);RP1M (161);Suhuslot99;25319@161;04/04/2026 16:22:29;Deposit;QRIS IM;IDR;50;0.00;781938829;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 16:46:50;Deposit;QRIS IM;IDR;1000;0.00;781948797;Approved;
RP1M (G109);RP1M (161);Irwan1708;41962@161;04/04/2026 17:13:21;Deposit;QRIS IM;IDR;100;0.00;781959590;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);miki888;17880@161;04/04/2026 18:24:30;Deposit;QRIS IM;IDR;1100;0.00;781989370;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Maju;42806@161;04/04/2026 18:28:20;Deposit;QRIS IM;IDR;50;0.00;781991135;Approved;
RP1M (G109);RP1M (161);Smlehele14;30968@161;04/04/2026 18:49:29;Deposit;QRIS IM;IDR;150;0.00;782000593;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);lindamy02;38400@161;04/04/2026 20:25:42;Deposit;QRIS IM;IDR;100;0.00;782045067;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Hoki10;35419@161;04/04/2026 20:48:01;Deposit;QRIS IM;IDR;150;0.00;782055840;Approved;
RP1M (G109);RP1M (161);Cumicumi99;41074@161;04/04/2026 21:39:29;Deposit;QRIS IM;IDR;100;0.00;782082282;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 22:21:04;Deposit;QRIS IM;IDR;1000;0.00;782106210;Approved;
RP1M (G109);RP1M (161);miki888;17880@161;04/04/2026 22:32:23;Deposit;QRIS IM;IDR;180;0.00;782113133;Approved;
RP1M (G109);RP1M (161);Cumicumi99;41074@161;04/04/2026 22:36:25;Deposit;QRIS IM;IDR;100;0.00;782115543;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);XANTTT53;42167@161;04/04/2026 22:46:45;Deposit;QRIS IM;IDR;30;0.00;782122013;Approved;
RP1M (G109);RP1M (161);Cumicumi99;41074@161;04/04/2026 22:48:39;Deposit;QRIS IM;IDR;100;0.00;782123184;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 23:08:06;Deposit;QRIS IM;IDR;700;0.00;782135871;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 23:23:44;Deposit;QRIS IM;IDR;1000;0.00;782146470;Approved;
RP1M (G109);RP1M (161);Cumicumi99;41074@161;04/04/2026 23:28:41;Deposit;QRIS IM;IDR;100;0.00;782149962;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Cumicumi99;41074@161;04/04/2026 23:43:11;Deposit;QRIS IM;IDR;30;0.00;782160050;Approved;
RP1M (G109);RP1M (161);ERIKSUDARTa;25225@161;04/04/2026 23:44:19;Deposit;QRIS IM;IDR;500;0.00;782160872;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Cumicumi99;41074@161;04/05/2026 00:20:56;Deposit;QRIS IM;IDR;100;0.00;782186328;Approved;
RP1M (G109);RP1M (161);Kuaci123;37225@161;04/05/2026 00:25:26;Deposit;QRIS IM;IDR;100;0.00;782189570;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Cumicumi99;41074@161;04/05/2026 00:45:58;Deposit;QRIS IM;IDR;100;0.00;782204479;Approved;
RP1M (G109);RP1M (161);Dfamilia;43172@161;04/05/2026 00:51:08;Deposit;QRIS IM;IDR;50;0.00;782208234;Approved;
RP1M (G109);RP1M (161);Sarok123;38093@161;04/05/2026 00:51:51;Deposit;QRIS IM;IDR;99;0.00;782208758;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Sarok123;38093@161;04/05/2026 01:04:22;Deposit;QRIS IM;IDR;99;0.00;782217916;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Rehan999;26363@161;04/05/2026 01:47:23;Deposit;QRIS IM;IDR;500;0.00;782247820;Approved;
RP1M (G109);RP1M (161);Bustomi11093;21065@161;04/05/2026 01:50:29;Deposit;QRIS IM;IDR;1200;0.00;782249914;Approved;
RP1M (G109);RP1M (161);Cumicumi99;41074@161;04/05/2026 01:55:04;Deposit;QRIS IM;IDR;200;0.00;782253052;Approved;
RP1M (G109);RP1M (161);Bustomi11093;21065@161;04/05/2026 01:58:09;Deposit;QRIS IM;IDR;1200;0.00;782255155;Approved;
RP1M (G109);RP1M (161);Cumicumi99;41074@161;04/05/2026 02:02:03;Deposit;QRIS IM;IDR;100;0.00;782257769;Approved;
RP1M (G109);RP1M (161);Cumicumi99;41074@161;04/05/2026 02:05:25;Deposit;QRIS IM;IDR;100;0.00;782260055;Approved;
RP1M (G109);RP1M (161);Cumicumi99;41074@161;04/05/2026 02:15:07;Deposit;QRIS IM;IDR;100;0.00;782266414;Approved;
RP1M (G109);RP1M (161);Cumicumi99;41074@161;04/05/2026 02:19:57;Deposit;QRIS IM;IDR;100;0.00;782269534;Approved;
RP1M (G109);RP1M (161);Cumicumi99;41074@161;04/05/2026 02:38:43;Deposit;QRIS IM;IDR;200;0.00;782281615;Approved;
RP1M (G109);RP1M (161);everydin69;30527@161;04/05/2026 03:22:39;Deposit;QRIS IM;IDR;25;0.00;782307193;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/05/2026 06:32:14;Deposit;QRIS IM;IDR;500;0.00;782377233;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/05/2026 06:34:18;Deposit;QRIS IM;IDR;500;0.00;782377766;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/05/2026 06:35:17;Deposit;QRIS IM;IDR;500;0.00;782377978;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/05/2026 07:00:19;Deposit;QRIS IM;IDR;500;0.00;782383676;Approved;
RP1M (G109);RP1M (161);miki888;17880@161;04/05/2026 07:27:06;Deposit;QRIS IM;IDR;700;0.00;782389412;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/05/2026 07:39:22;Deposit;QRIS IM;IDR;500;0.00;782392020;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/05/2026 07:41:30;Deposit;QRIS IM;IDR;700;0.00;782392458;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/05/2026 07:43:39;Deposit;QRIS IM;IDR;500;0.00;782392939;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/05/2026 07:49:59;Deposit;QRIS IM;IDR;500;0.00;782394209;Approved;
RP1M (G109);RP1M (161);G4tok;42043@161;04/05/2026 09:54:50;Deposit;QRIS IM;IDR;32;0.00;782420322;Approved;
RP1M (G109);RP1M (161);XANTTT53;42167@161;04/05/2026 10:35:28;Deposit;QRIS IM;IDR;32;0.00;782430851;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Maju;42806@161;04/05/2026 10:57:28;Deposit;QRIS IM;IDR;25;0.00;782436985;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Cumicumi99;41074@161;04/05/2026 11:38:22;Deposit;QRIS IM;IDR;150;0.00;782449270;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Cumicumi99;41074@161;04/05/2026 12:11:53;Deposit;QRIS IM;IDR;100;0.00;782460146;Approved;
RP1M (G109);RP1M (161);Cumicumi99;41074@161;04/05/2026 12:17:50;Deposit;QRIS IM;IDR;100;0.00;782462118;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Kangkung;20837@161;04/05/2026 12:55:51;Deposit;QRIS IM;IDR;1000;0.00;782475391;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/05/2026 13:05:04;Deposit;QRIS IM;IDR;440;0.00;782478720;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/05/2026 13:10:29;Deposit;QRIS IM;IDR;500;0.00;782480699;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/05/2026 13:12:43;Deposit;QRIS IM;IDR;500;0.00;782481567;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/05/2026 13:14:00;Deposit;QRIS IM;IDR;1000;0.00;782482086;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/05/2026 13:15:42;Deposit;QRIS IM;IDR;1000;0.00;782482727;Approved;
RP1M (G109);RP1M (161);PhabloEscobar;38322@161;04/05/2026 13:17:37;Deposit;QRIS IM;IDR;50;0.00;782483481;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/05/2026 13:18:45;Deposit;QRIS IM;IDR;1000;0.00;782483915;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Boyyu41;43015@161;04/05/2026 15:37:14;Deposit;QRIS IM;IDR;50;0.00;782539627;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);lindamy02;38400@161;04/05/2026 15:54:22;Deposit;QRIS IM;IDR;100;0.00;782546779;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Adit;38141@161;04/05/2026 17:21:49;Deposit;QRIS IM;IDR;90;0.00;782582912;Approved;
RP1M (G109);RP1M (161);Kuaci123;37225@161;04/05/2026 17:29:35;Deposit;QRIS IM;IDR;100;0.00;782586144;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Kuaci123;37225@161;04/05/2026 17:38:01;Deposit;QRIS IM;IDR;100;0.00;782589597;Approved;
RP1M (G109);RP1M (161);Cumicumi99;41074@161;04/05/2026 17:45:48;Deposit;QRIS IM;IDR;90;0.00;782592843;Approved;
RP1M (G109);RP1M (161);XANTTT53;42167@161;04/05/2026 17:49:38;Deposit;QRIS IM;IDR;34;0.00;782594404;Approved;
RP1M (G109);RP1M (161);Cumicumi99;41074@161;04/05/2026 17:57:44;Deposit;QRIS IM;IDR;100;0.00;782597843;Approved;
RP1M (G109);RP1M (161);Cumicumi99;41074@161;04/05/2026 18:11:48;Deposit;QRIS IM;IDR;100;0.00;782603634;Approved;
RP1M (G109);RP1M (161);Cumicumi99;41074@161;04/05/2026 18:18:04;Deposit;QRIS IM;IDR;100;0.00;782606296;Approved;
RP1M (G109);RP1M (161);Cumicumi99;41074@161;04/05/2026 18:27:13;Deposit;QRIS IM;IDR;100;0.00;782610223;Approved;
RP1M (G109);RP1M (161);miki888;17880@161;04/05/2026 18:39:12;Deposit;QRIS IM;IDR;1800;0.00;782615372;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Cumicumi99;41074@161;04/05/2026 19:06:20;Deposit;QRIS IM;IDR;195;0.00;782627250;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);jataintan;19067@161;04/05/2026 19:22:35;Deposit;QRIS IM;IDR;1000;0.00;782634450;Approved;
RP1M (G109);RP1M (161);Suhuslot99;25319@161;04/05/2026 19:24:43;Deposit;QRIS IM;IDR;64;0.00;782635402;Approved;
RP1M (G109);RP1M (161);Boyyu41;43015@161;04/05/2026 20:04:01;Deposit;QRIS IM;IDR;75;0.00;782653022;Approved;
RP1M (G109);RP1M (161);andha11;41805@161;04/05/2026 20:12:10;Deposit;QRIS IM;IDR;500;0.00;782656559;Approved;
RP1M (G109);RP1M (161);andha11;41805@161;04/05/2026 20:22:24;Deposit;QRIS IM;IDR;500;0.00;782661166;Approved;
RP1M (G109);RP1M (161);Maju;42806@161;04/05/2026 20:30:51;Deposit;QRIS IM;IDR;25;0.00;782664953;Approved;
RP1M (G109);RP1M (161);Boyyu41;43015@161;04/05/2026 20:35:59;Deposit;QRIS IM;IDR;45;0.00;782667311;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Ansori93;43149@161;04/05/2026 21:24:03;Deposit;QRIS IM;IDR;100;0.00;782690478;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);jataintan;19067@161;04/05/2026 21:42:17;Deposit;QRIS IM;IDR;1000;0.00;782699870;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);jataintan;19067@161;04/05/2026 21:59:23;Deposit;QRIS IM;IDR;1000;0.00;782708950;Approved;
RP1M (G109);RP1M (161);riaadi99;40514@161;04/05/2026 22:01:55;Deposit;QRIS IM;IDR;25;0.00;782710506;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);jataintan;19067@161;04/05/2026 22:13:21;Deposit;QRIS IM;IDR;1000;0.00;782716985;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);jataintan;19067@161;04/05/2026 22:16:51;Deposit;QRIS IM;IDR;1000;0.00;782718980;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Bustomi11093;21065@161;04/05/2026 22:27:18;Deposit;QRIS IM;IDR;400;0.00;782725012;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);everydin69;30527@161;04/05/2026 22:53:46;Deposit;QRIS IM;IDR;30;0.00;782741060;Approved;
RP1M (G109);RP1M (161);Steven86;25220@161;04/05/2026 22:58:58;Deposit;QRIS IM;IDR;47;0.00;782744345;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);SinzerGear;34975@161;04/06/2026 00:05:50;Deposit;QRIS IM;IDR;95;0.00;782786919;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Irwan1708;41962@161;04/06/2026 01:11:24;Deposit;QRIS IM;IDR;100;0.00;782828850;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);ERIKSUDARTa;25225@161;04/06/2026 01:48:32;Deposit;QRIS IM;IDR;500;0.00;782851104;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Nurdin29;39707@161;04/06/2026 02:13:35;Deposit;QRIS IM;IDR;90;0.00;782865080;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Codet4e;38848@161;04/06/2026 02:43:47;Deposit;QRIS IM;IDR;50;0.00;782880761;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);miki888;17880@161;04/06/2026 07:54:05;Deposit;QRIS IM;IDR;2000;0.00;782965370;Approved;
RP1M (G109);RP1M (161);Suhuslot99;25319@161;04/06/2026 08:35:57;Deposit;QRIS IM;IDR;30;0.00;782972337;Approved;
RP1M (G109);RP1M (161);Suhuslot99;25319@161;04/06/2026 08:45:27;Deposit;QRIS IM;IDR;50;0.00;782974016;Approved;
RP1M (G109);RP1M (161);Codet4e;38848@161;04/06/2026 08:56:19;Deposit;QRIS IM;IDR;40;0.00;782975973;Approved;
RP1M (G109);RP1M (161);Cumicumi99;41074@161;04/06/2026 11:35:55;Deposit;QRIS IM;IDR;100;0.00;783015069;Approved;
RP1M (G109);RP1M (161);Maju;42806@161;04/06/2026 11:54:42;Deposit;QRIS IM;IDR;25;0.00;783020717;Approved;
RP1M (G109);RP1M (161);maxwin8888;42046@161;04/06/2026 13:01:36;Deposit;QRIS IM;IDR;40;0.00;783042529;Approved;
RP1M (G109);RP1M (161);Bustomi96;37120@161;04/06/2026 13:27:37;Deposit;QRIS IM;IDR;50;0.00;783052241;Approved;
RP1M (G109);RP1M (161);Suhuslot99;25319@161;04/06/2026 14:25:30;Deposit;QRIS IM;IDR;50;0.00;783074269;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/06/2026 14:27:07;Deposit;QRIS IM;IDR;500;0.00;783074922;Approved;
RP1M (G109);RP1M (161);batavia22;41801@161;04/06/2026 14:55:10;Deposit;QRIS IM;IDR;50;0.00;783085580;Approved;
RP1M (G109);RP1M (161);abongjp;42574@161;04/06/2026 14:58:43;Deposit;QRIS IM;IDR;200;0.00;783087012;Approved;
RP1M (G109);RP1M (161);batavia22;41801@161;04/06/2026 15:00:50;Deposit;QRIS IM;IDR;25;0.00;783087809;Approved;
RP1M (G109);RP1M (161);Munzakir;39297@161;04/06/2026 15:17:24;Deposit;QRIS IM;IDR;50;0.00;783094117;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/06/2026 15:19:57;Deposit;QRIS IM;IDR;1000;0.00;783095165;Approved;
RP1M (G109);RP1M (161);ERIKSUDARTa;25225@161;04/06/2026 15:22:36;Deposit;QRIS IM;IDR;233;0.00;783096181;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/06/2026 15:28:00;Deposit;QRIS IM;IDR;1000;0.00;783098304;Approved;
RP1M (G109);RP1M (161);Nurdin29;39707@161;04/06/2026 15:48:54;Deposit;QRIS IM;IDR;100;0.00;783106575;Approved;
RP1M (G109);RP1M (161);Nurdin29;39707@161;04/06/2026 16:02:49;Deposit;QRIS IM;IDR;100;0.00;783112210;Approved;
RP1M (G109);RP1M (161);Bustomi96;37120@161;04/06/2026 16:14:01;Deposit;QRIS IM;IDR;50;0.00;783116777;Approved;
RP1M (G109);RP1M (161);abongjp;42574@161;04/06/2026 16:15:09;Deposit;QRIS IM;IDR;300;0.00;783117230;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Bustomi96;37120@161;04/06/2026 16:40:10;Deposit;QRIS IM;IDR;50;0.00;783127411;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);ERIKSUDARTa;25225@161;04/06/2026 17:18:48;Deposit;QRIS IM;IDR;150;0.00;783142840;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Bustomi96;37120@161;04/06/2026 17:48:18;Deposit;QRIS IM;IDR;50;0.00;783155005;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Nurfadilah;41137@161;04/06/2026 18:14:44;Deposit;QRIS IM;IDR;30;0.00;783166381;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Kunyuk148;43067@161;04/06/2026 18:24:05;Deposit;QRIS IM;IDR;30;0.00;783170601;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Boyyu41;43015@161;04/06/2026 18:53:51;Deposit;QRIS IM;IDR;50;0.00;783184012;Approved;
RP1M (G109);RP1M (161);Boyyu41;43015@161;04/06/2026 18:58:28;Deposit;QRIS IM;IDR;75;0.00;783186072;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);ERIKSUDARTa;25225@161;04/06/2026 19:22:19;Deposit;QRIS IM;IDR;550;0.00;783197177;Approved;
RP1M (G109);RP1M (161);lindamy02;38400@161;04/06/2026 19:49:19;Deposit;QRIS IM;IDR;75;0.00;783210001;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);jataintan;19067@161;04/06/2026 21:12:32;Deposit;QRIS IM;IDR;500;0.00;783250845;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/06/2026 21:29:51;Deposit;QRIS IM;IDR;500;0.00;783260118;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/06/2026 21:46:43;Deposit;QRIS IM;IDR;1000;0.00;783269517;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/06/2026 22:23:36;Deposit;QRIS IM;IDR;1000;0.00;783291789;Approved;
RP1M (G109);RP1M (161);Adit;38141@161;04/06/2026 22:59:43;Deposit;QRIS IM;IDR;130;0.00;783314960;Approved;
RP1M (G109);RP1M (161);abongjp;42574@161;04/06/2026 23:05:53;Deposit;QRIS IM;IDR;100;0.00;783319114;Approved;
RP1M (G109);RP1M (161);abongjp;42574@161;04/06/2026 23:13:20;Deposit;QRIS IM;IDR;200;0.00;783324087;Approved;
RP1M (G109);RP1M (161);rivalipoy;42272@161;04/07/2026 00:30:28;Deposit;QRIS IM;IDR;25;0.00;783376846;Approved;
RP1M (G109);RP1M (161);lindamy02;38400@161;04/07/2026 01:17:30;Deposit;QRIS IM;IDR;100;0.00;783408895;Approved;
RP1M (G109);RP1M (161);Rehan999;26363@161;04/07/2026 01:52:41;Deposit;QRIS IM;IDR;500;0.00;783430845;Approved;
RP1M (G109);RP1M (161);ERIKSUDARTa;25225@161;04/07/2026 02:37:57;Deposit;QRIS IM;IDR;150;0.00;783455714;Approved;
RP1M (G109);RP1M (161);ERIKSUDARTa;25225@161;04/07/2026 03:16:51;Deposit;QRIS IM;IDR;130;0.00;783474210;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);miki888;17880@161;04/07/2026 05:44:53;Deposit;QRIS IM;IDR;3250;0.00;783524715;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);miki888;17880@161;04/07/2026 07:38:21;Deposit;QRIS IM;IDR;80;0.00;783546753;Approved;
RP1M (G109);RP1M (161);Suhuslot99;25319@161;04/07/2026 08:23:39;Deposit;QRIS IM;IDR;50;0.00;783554460;Approved;
RP1M (G109);RP1M (161);Suhuslot99;25319@161;04/07/2026 08:45:26;Deposit;QRIS IM;IDR;50;0.00;783558642;Approved;
RP1M (G109);RP1M (161);Bil1ay;29782@161;04/07/2026 09:27:42;Deposit;QRIS IM;IDR;300;0.00;783567343;Approved;
RP1M (G109);RP1M (161);miki888;17880@161;04/07/2026 09:51:31;Deposit;QRIS IM;IDR;230;0.00;783572869;Approved;
RP1M (G109);RP1M (161);miki888;17880@161;04/07/2026 11:53:09;Deposit;QRIS IM;IDR;430;0.00;783606052;Approved;
RP1M (G109);RP1M (161);lindamy02;38400@161;04/07/2026 12:18:46;Deposit;QRIS IM;IDR;101;0.00;783614411;Approved;
RP1M (G109);RP1M (161);miki888;17880@161;04/07/2026 12:30:38;Deposit;QRIS IM;IDR;350;0.00;783618557;Approved;
RP1M (G109);RP1M (161);ERIKSUDARTa;25225@161;04/07/2026 12:50:23;Deposit;QRIS IM;IDR;150;0.00;783625548;Approved;
RP1M (G109);RP1M (161);Irwan1708;41962@161;04/07/2026 13:47:33;Deposit;QRIS IM;IDR;100;0.00;783647113;Approved;
RP1M (G109);RP1M (161);abongjp;42574@161;04/07/2026 13:48:20;Deposit;QRIS IM;IDR;200;0.00;783647419;Approved;
RP1M (G109);RP1M (161);miki888;17880@161;04/07/2026 14:30:35;Deposit;QRIS IM;IDR;800;0.00;783663737;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);miki888;17880@161;04/07/2026 15:19:40;Deposit;QRIS IM;IDR;800;0.00;783683244;Approved;
RP1M (G109);RP1M (161);Munzakir;39297@161;04/07/2026 15:46:23;Deposit;QRIS IM;IDR;99;0.00;783693968;Approved;
RP1M (G109);RP1M (161);Skybye23;24693@161;04/07/2026 16:29:13;Deposit;QRIS IM;IDR;354;0.00;783712006;Approved;
RP1M (G109);RP1M (161);SinzerGear;34975@161;04/07/2026 16:33:37;Deposit;QRIS IM;IDR;95;0.00;783713845;Approved;
RP1M (G109);RP1M (161);Skybye23;24693@161;04/07/2026 16:39:46;Deposit;QRIS IM;IDR;400;0.00;783716456;Approved;
RP1M (G109);RP1M (161);Skybye23;24693@161;04/07/2026 16:46:35;Deposit;QRIS IM;IDR;1000;0.00;783719309;Approved;
RP1M (G109);RP1M (161);Skybye23;24693@161;04/07/2026 17:00:14;Deposit;QRIS IM;IDR;1000;0.00;783725046;Approved;
RP1M (G109);RP1M (161);Skybye23;24693@161;04/07/2026 17:26:11;Deposit;QRIS IM;IDR;1000;0.00;783735623;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/07/2026 17:38:05;Deposit;QRIS IM;IDR;1000;0.00;783740548;Approved;
RP1M (G109);RP1M (161);SinzerGear;34975@161;04/07/2026 17:40:44;Deposit;QRIS IM;IDR;95;0.00;783741678;Approved;
RP1M (G109);RP1M (161);Skybye23;24693@161;04/07/2026 17:48:20;Deposit;QRIS IM;IDR;500;0.00;783744815;Approved;
RP1M (G109);RP1M (161);SinzerGear;34975@161;04/07/2026 17:53:12;Deposit;QRIS IM;IDR;95;0.00;783746883;Approved;
RP1M (G109);RP1M (161);Irwan1708;41962@161;04/07/2026 17:53:32;Deposit;QRIS IM;IDR;100;0.00;783747022;Approved;
RP1M (G109);RP1M (161);Skybye23;24693@161;04/07/2026 17:55:33;Deposit;QRIS IM;IDR;500;0.00;783747862;Approved;
RP1M (G109);RP1M (161);Skybye23;24693@161;04/07/2026 17:59:04;Deposit;QRIS IM;IDR;450;0.00;783749287;Approved;
RP1M (G109);RP1M (161);Skybye23;24693@161;04/07/2026 18:07:50;Deposit;QRIS IM;IDR;250;0.00;783752994;Approved;
RP1M (G109);RP1M (161);abongjp;42574@161;04/07/2026 18:37:46;Deposit;QRIS IM;IDR;300;0.00;783765921;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);jataintan;19067@161;04/07/2026 19:08:34;Deposit;QRIS IM;IDR;1000;0.00;783779794;Approved;
RP1M (G109);RP1M (161);Cumicumi99;41074@161;04/07/2026 19:15:27;Deposit;QRIS IM;IDR;100;0.00;783783091;Approved;
RP1M (G109);RP1M (161);Cumicumi99;41074@161;04/07/2026 19:25:12;Deposit;QRIS IM;IDR;100;0.00;783787964;Approved;
